id,nombre,cantidad,precio_oferta,precio,precioPorKilo,categoria
405025,CAFFE' KIMBO MACINATO FRESCO," G 250 ",<nil>,2.99,11.9600,Alimentari
405028,BEVANDA AL LATTE DI MANDORLA MANDORLÈ,CLASSICO/CON MENTA,1.67,2.49,<nil>,Bevande
405913,PANGRATTATO FORNO DI FERENTILLO ,BARATTOLO ,<nil>,1.69,4.2200,Alimentari
406232,TEGAME 2 MANIGLIE 28 CM,,<nil>,13.90,<nil>,Casa e cucina
406233,CASSERUOLA 2 MANIGLIE 24 CM,,<nil>,15.90,<nil>,Casa e cucina
404706,TAGLIATA DI FILETTO DI SUINO AIA ,G 300 ,<nil>,4.49,14.9700,Macelleria
404772,PROSCIUTTO CRUDO,,<nil>,1.69,16.9000,Gastronomia
404919,SEPPIE INTERE PULITE COAL ,G 400 ,<nil>,6.89,17.2200,Self service
406136,CANDEGGINA ACE GENTILE ,ML 950 ,<nil>,1.99,<nil>,Igiene casa
404767,LONZINO,,<nil>,1.99,19.9000,Gastronomia
404918,PISELLI NOVELLI FINDUS ,KG 1 ,<nil>,3.99,<nil>,Surgelati
404942,VINO BOSCO,ROSSO IL GRAPPOLO / PASSERINA /PECORINO,<nil>,5.69,<nil>,Bevande
405995,RISO GALLO BLOND INTEGRALE ,KG 1 ,<nil>,2.49,<nil>,Alimentari
406175,CARTA FORNO,DOMOPAK,<nil>,1.39,<nil>,Igiene casa
404674,MELONI GIALLI ,,<nil>,1.89,<nil>,Ortofrutta
404694,PICANHA DI BOVINO ADULTO,,<nil>,18.90,<nil>,Macelleria
404696,SALSICCIA DI POLLO E TACCHINO EUROPOLLI ,AL KG,<nil>,11.79,<nil>,Macelleria
404991,OLIO DI SEMI DI GIRASOLE,SAGRA,3.68,5.49,<nil>,Alimentari
405018,LIQUORE ALCHERMES,BALDONI,<nil>,5.49,<nil>,Bevande
405926,FILETTI DI TONNO MORO,ALL'OLIO DI OLIVA / AL NATURALE,5.35,7.79,<nil>,Alimentari
406234,COPERCHIO 24 CM,,<nil>,5.90,<nil>,Casa e cucina
404673,OLIO EXTRA VERGINE DI OLIVA CORICELLI,L 1 ,6.49,9.99,<nil>,Alimentari
404687,PASSATO DI ZUCCA ORTOROMI ,G 620,<nil>,2.29,3.6900,Ortofrutta
404765,CACIOTTA DI MUCCA TAVERNALE ,,<nil>,1.49,14.9000,Gastronomia
404808,SALMONE NORVEGESE,PREAFFETTATO,<nil>,4.29,42.9000,Self service
404913,PASTA SFOGLIA STUFFER ,ROTONDA ,0.93,1.39,4.0400,Self service
405916,PANE A FETTE FERENTILLO ,GRANO DURO/TENERO ,<nil>,0.89,5.9300,Alimentari
404678,MANDORLE SGUSCIATE,G 200,<nil>,1.99,9.9500,Alimentari
404692,LOMBATINE DI VITELLO,,<nil>,17.90,0.0000,Macelleria
404695,BUSTO DI POLLO SENZA PETTO,AL KG,<nil>,2.99,<nil>,Macelleria
404985,FARINA GRAN MUGNAIO MOLINO SPADONI,DOLCI/PIZZA,<nil>,1.29,<nil>,Alimentari
405023,LIEVITO PER DOLCI COAL ,5 BUSTE G 80 ,<nil>,0.79,9.8800,Alimentari
405888,KINDER PANECIOC,X 10 G 290 ,<nil>,2.49,8.5900,Alimentari
406084,DETERSIVO LIQUIDO MARSIGLIA,SPUMA DI SCIAMPAGNA,1.71,2.55,<nil>,Igiene casa
406158,CARTA IGIENCIA NICKY LA MAXY,X4 ROTOLI ,<nil>,1.99,<nil>,Igiene casa
404681,RUCOLA COAL ,BUSTA G 100 ,<nil>,0.89,8.9000,Ortofrutta
404688,INSALATA POKER 4 GUSTI COAL ,BUSTA G 200 ,<nil>,0.89,4.4500,Ortofrutta
404835,PANNA CHEF UHT PARMALAT ,CLASSICA/LEGGERA ,<nil>,2.89,7.7100,Self service
404922,PATASNELLA ULTRA VELOCI PIZZOLI,G 500 ,2.00,3.00,4.0000,Surgelati
406180,SACCHI NETTEZZA CON MANICI SUPER BAG ,TRASPARENTI 55X60 ,1.13,1.69,<nil>,Igiene casa
404836,LATTE UHT PS 100% ITALIANO GRANAROLO,L 1 ,<nil>,0.99,<nil>,Bevande
404965,FALERIO PECORINO DOC,DESTRIERO CANTINE CASTIGNANO,4.39,6.55,<nil>,Bevande
405026,TE' YELLOW LABEL LIPTON,50 FILTRI ,<nil>,2.99,46.0000,Alimentari
406017,DIALBRODO DIALCOS,VARI TIPI,<nil>,2.89,11.5600,Alimentari
406029,CAPPERI AL SALE,PONTI,1.20,1.79,9.6000,Alimentari
404759,MOZZARELLA BOJANO VALLE VERDE ,,<nil>,0.99,9.9000,Gastronomia
404993,MIELE LIQUIDO AMBROSOLI ,G 250 ,<nil>,2.69,10.7600,Alimentari
404995,MIELE MILLEFIORI COAL ,G 500 ,<nil>,3.99,7.9800,Alimentari
405014,BICCHIERE ZUCCHERO A VELO,COLOMBO,<nil>,0.89,7.1200,Alimentari
405030,CAMOMILLA SOLUBILE MELATONINA MAGNESIO ,X 16 FILTRI,<nil>,2.99,41.5300,Alimentari
